Source,SubType,ID,AuthorUserName,AuthorDisplayName,AuthorId,Created,Message,ContentType,PhotoUrl,ContextUrl,Links,AuthorFollowerCount,PostImpressions(Organic),PostProjectedImpressions,SocialValue,PostReach,VideoViews,TotalPublicEngagements,LikeCount,Comments,Shares/Retweets,TotalEngagementsAndInteractions,TotalInteractions,EngagementRate,FollowerInteractionRate,EngagementAndInteractionRate,TWAuthorIsVerified,TWRetweetCount,TWReplyCount,TWEngagement,TWQuoteTweets,TWEngagementAndInteractions,TWAuthorCreated,FBPageLikeCount,FBCommentCount,FBShareCount,FBLikeCount,FBAngryCount,FBHahaCount,FBLoveCount,FBSadCount,FBWowCount,FBPaidImpressions,FBPaidReach,FBOrganicImpressions,FBOrganicReach,FBPostClicks,FBEngagement,FBEngagementAndInteractions,IGStoryTapsForward,IGStoryTapsBack,IGStoryExits,IGCommentCount,IGTotalEngagements,IGStoryReplies,IGSaveCount,TikTokEngagements,AvgConcurrentViewers,FollowersGained,PeakViewers,PeakViewerTime,StreamDuration,TotalLiveViews,VODViews,HoursWatched,Status,Tags,Campaign,Language,VideoViewsUS,PublicityValue,NumHouseholds,CountryFIPS,ProvinceFIPS,EmailAddress,OAuthedSource
Twitter,Twitter_Retweet,1.64586E+18,dallasmavs,Dallas Mavericks,22185437,45027.78547,Dallas I know the year ain’t go like we wanted it to but everything happens for a reason. First time in 8 years I haven’t been in the playoffs! Coming back next year for everything we didn’t get! See y’all soon! 🤞🏾🤞🏾,Text,,https://twitter.com/dallasmavs/statuses/1645862049270976533,https://twitter.com/i/web/status/1645853896588378112,2238008,,,0,,,0,0,0,0,0,0,,0,,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Retweet,1.64562E+18,dallasmavs,Dallas Mavericks,22185437,45027.12302,"I want to thank everyone and mavs fans especially for there support this season. Dallas has a special place in my heart, Back to the grind ..",Text,,https://twitter.com/dallasmavs/statuses/1645621980639514633,https://twitter.com/i/web/status/1645612769402576897,2237966,,,0,,,0,0,0,0,0,0,,0,,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Retweet,1.64559E+18,dallasmavs,Dallas Mavericks,22185437,45027.02238,"RT @DallasWings: Welcome to Dallas, Maddy! 

#WNBADraft https://t.co/2OG37txGZt",Photo,https://pbs.twimg.com/media/FtY7smiWcAEVEhL.jpg,https://twitter.com/dallasmavs/statuses/1645585513905020931,https://twitter.com/DallasWings/status/1645568354978000896/photo/1,2237954,,,0,,,0,0,0,0,0,0,,0,,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64556E+18,dallasmavsshop,Dallas Mavs Shop,2813757944,45026.95993,"Matchin' with the bestie on National Siblings Day! 💙 #MFFL 

📲: https://t.co/mkWkTc1csL https://t.co/jJ8NphCYOl",Photo,https://pbs.twimg.com/media/FtY2tCfXwAE-40N.jpg,https://twitter.com/dallasmavsshop/statuses/1645562881885491200,"https://go.mavs.com/trk/BZT3,https://twitter.com/dallasmavsshop/status/1645562881885491200/photo/1",5810,1206,1206,8,,,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,,0,41898.92494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Shop,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64546E+18,MavsOffCourt,Mavs Off-Court,60173043,45026.68568,Thank you @ModeloUSA for upgrading MFFL's seats this season and encouraging their fighting spirit in the AAC! #MFFL https://t.co/UpPLQAJLy7,Photo,https://pbs.twimg.com/media/FtXcUfZWAAgIDoL.jpg,https://twitter.com/MavsOffCourt/statuses/1645463496165924866,https://twitter.com/MavsOffCourt/status/1645463496165924866/photo/1,15514,3220,3220,21,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
Twitter,Twitter_Retweet,1.64523E+18,dallasmavs,Dallas Mavericks,22185437,45026.03081,RT @tpinsonn: Blessed‼️,Photo,https://pbs.twimg.com/media/FtTawZlWYAE54dF.jpg,https://twitter.com/dallasmavs/statuses/1645226176963567616,https://twitter.com/MavsMuse/status/1645180293949579264/photo/1,2237957,,,0,,,0,0,0,0,0,0,,0,,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64521E+18,dallasmavsshop,Dallas Mavs Shop,2813757944,45025.97959,Thank you MFFLs for a great season! 💙 https://t.co/VOVlybOrtI,Video,https://pbs.twimg.com/ext_tw_video_thumb/1645207531860393984/pu/img/Wz7qOLJCZRPH2pan.jpg,https://twitter.com/dallasmavsshop/statuses/1645207620645519366,https://twitter.com/dallasmavsshop/status/1645207620645519366/video/1,5812,1206,1206,22,,,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,,0,41898.92494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Shop,,eng,,,,,,,
Twitter,Twitter_Reply,1.6452E+18,MavsOffCourt,Mavs Off-Court,60173043,45025.94806,https://t.co/Hb8KvlLgTi,Photo,https://pbs.twimg.com/media/FtTpMipXsAA6kIR.jpg,https://twitter.com/MavsOffCourt/statuses/1645196188528852994,https://twitter.com/MavsOffCourt/status/1645196188528852994/photo/1,15518,3221,3221,21,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,,,,,,,,
Twitter,Twitter_Tweet,1.6452E+18,MavsOffCourt,Mavs Off-Court,60173043,45025.94794,"Thank you, MFFLs 🫶 See you guys next season! 💙🤍

@dallasmavs // #MFFL https://t.co/y2LhJ4fost",Photo,https://pbs.twimg.com/media/FtTpKAcWcAQAt20.jpg,https://twitter.com/MavsOffCourt/statuses/1645196147835666433,https://twitter.com/MavsOffCourt/status/1645196147835666433/photo/1,15518,3221,3221,23,,,1,0,1,0,1,0,0.0003,0,0.00031,TRUE,0,1,1,,1,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64518E+18,dallasmavs,Dallas Mavericks,22185437,45025.90126,"To the best fans in sports, THANK YOU for rockin’ with us. We’ll see you next season 💙🤍 

#MFFL https://t.co/jk381PbwoM",Photo,https://pbs.twimg.com/media/FtTZyQaWAAMscfI.jpg,https://twitter.com/dallasmavs/statuses/1645179233185026048,https://twitter.com/dallasmavs/status/1645179233185026048/photo/1,2237973,1335713,,20779,,,9000,8118,195,687,29250,20250,0.0067,0,0.0219,TRUE,687,195,9000,813,29250,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64518E+18,dallasmavs,Dallas Mavericks,22185437,45025.90006,"Final. 

@Chime | #MFFL https://t.co/xIyHI7py01",Photo,https://pbs.twimg.com/media/FtTZSAgXwAAmW66.jpg,https://twitter.com/dallasmavs/statuses/1645178796503449600,https://twitter.com/dallasmavs/status/1645178796503449600/photo/1,2237978,254320,,3921,,,1687,1396,223,68,7148,5461,0.0066,0,0.02811,TRUE,68,223,1687,78,7148,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,"Chime,Chime Finanical,Dallas Mavs,Text Mention:Chime,Text Mention:Chime Finanical",,,,,,,,,
Twitter,Twitter_Tweet,1.64518E+18,dallasmavs,Dallas Mavericks,22185437,45025.89602,🔨🔨🔨 https://t.co/9Qs1aUhFOy,Video,https://pbs.twimg.com/ext_tw_video_thumb/1645177245713981441/pu/img/wGm93-prhSyhEAZ5.jpg,https://twitter.com/dallasmavs/statuses/1645177332431302661,https://twitter.com/dallasmavs/status/1645177332431302661/video/1,2237977,73006,,2148,,18480,222,206,8,8,3441,3219,0.003,0,0.04713,TRUE,8,8,222,1,3441,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Retweet,1.64517E+18,dallasmavs,Dallas Mavericks,22185437,45025.88646,"Theo Pinson has become the 13th player in franchise history to record a triple-double.

Dončić, 56
Kidd, 21
Finley, 6
Nowitzki, 2
Aguirre, 2
A. Walker, 2
Smith Jr., 2
*Pinson, 1
Nash, 1
Schrempf, 1
McCray, 1
Bradley, 1
Felton, 1",Photo,https://pbs.twimg.com/media/FtTTs5kXsAAdAPD.jpg,https://twitter.com/dallasmavs/statuses/1645173867894243328,"https://twitter.com/i/web/status/1645173066299744257,https://twitter.com/dallasmavs/status/1645172541219123202/photo/1",2237977,,,0,,,0,0,0,0,0,0,,0,,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64517E+18,dallasmavs,Dallas Mavericks,22185437,45025.8828,First career triple-double for Theo‼️ https://t.co/xC1qGfLOuh,Photo,https://pbs.twimg.com/media/FtTTs5kXsAAdAPD.jpg,https://twitter.com/dallasmavs/statuses/1645172541219123202,https://twitter.com/dallasmavs/status/1645172541219123202/photo/1,2237975,330569,,4477,,,1734,1594,45,95,3631,1897,0.0053,0,0.01098,TRUE,95,45,1734,60,3631,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64517E+18,dallasmavs,Dallas Mavericks,22185437,45025.87433,On 🎯 https://t.co/obl6GW5gtk,Video,https://pbs.twimg.com/ext_tw_video_thumb/1645169274326065157/pu/img/64URxQTg3CaM4M3B.jpg,https://twitter.com/dallasmavs/statuses/1645169469939937289,https://twitter.com/dallasmavs/status/1645169469939937289/video/1,2237978,64833,,1564,,14006,121,101,14,6,1904,1783,0.0019,0,0.02937,TRUE,6,14,121,1,1904,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.64516E+18,dallasmavs,Dallas Mavericks,22185437,45025.85836,"🔵⚪🔵⚪

@Lexus | #MFFL https://t.co/PNFzouhmc4",Photo,https://pbs.twimg.com/media/FtTLgGiWIAcDd-f.jpg,https://twitter.com/dallasmavs/statuses/1645163685474705414,https://twitter.com/dallasmavs/status/1645163685474705414/photo/1,2238006,69348,,871,,,313,275,32,6,1388,1075,0.0045,0,0.02001,TRUE,6,32,313,4,1388,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,"Dallas Mavs,Lexus",,,,,,,,,
Twitter,Twitter_Tweet,1.64516E+18,dallasmavs,Dallas Mavericks,22185437,45025.8537,👌👌👌 https://t.co/fFB9zqtg8i,Video,https://pbs.twimg.com/ext_tw_video_thumb/1645161758368120832/pu/img/4moUPj1tcaNc843u.jpg,https://twitter.com/dallasmavs/statuses/1645161997456089088,https://twitter.com/dallasmavs/status/1645161997456089088/video/1,2238007,72346,,3855,,34620,291,251,21,19,5300,5009,0.004,0,0.07326,TRUE,19,21,291,5,5300,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.64516E+18,dallasmavs,Dallas Mavericks,22185437,45025.84563,Make way for the rook https://t.co/QHxrci0UW5,Video,https://pbs.twimg.com/ext_tw_video_thumb/1645158883629957120/pu/img/csFXuOIFKqAs0gD7.jpg,https://twitter.com/dallasmavs/statuses/1645159070142283778,https://twitter.com/dallasmavs/status/1645159070142283778/video/1,2238000,155819,,3967,,36474,236,180,42,14,5189,4953,0.0015,0,0.0333,TRUE,14,42,236,3,5189,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64516E+18,dallasmavs,Dallas Mavericks,22185437,45025.84015,"Flicks from the first 📸

#MFFL https://t.co/Wnl8DwbcRX",Photo,https://pbs.twimg.com/media/FtTFo0OWYAEb9WX.jpg,https://twitter.com/dallasmavs/statuses/1645157088002293764,https://twitter.com/dallasmavs/status/1645157088002293764/photo/1,2237998,99781,,1284,,,473,369,85,19,3280,2807,0.0047,0,0.03287,TRUE,19,85,473,12,3280,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Reply,1.64515E+18,MavsOffCourt,Mavs Off-Court,60173043,45025.8169,https://t.co/QIZRRyR6ho,Photo,https://pbs.twimg.com/media/FtS9-QnXgAIeyGv.jpg,https://twitter.com/MavsOffCourt/statuses/1645148660252934144,https://twitter.com/MavsOffCourt/status/1645148660252934144/photo/1,15519,3221,3221,21,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,,,,,,,,
Twitter,Twitter_Tweet,1.64515E+18,MavsOffCourt,Mavs Off-Court,60173043,45025.81679,"Happy Easter MFFLs 🐣

We are having a blast on the Plaza for our Fan Appreciation Party. #MFFL https://t.co/DfdUqNlzGZ",Photo,https://pbs.twimg.com/media/FtS975iX0AASKH5.jpg,https://twitter.com/MavsOffCourt/statuses/1645148622412029952,https://twitter.com/MavsOffCourt/status/1645148622412029952/photo/1,15519,3221,3221,23,,,1,0,1,0,1,0,0.0003,0,0.00031,TRUE,0,1,1,,1,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64514E+18,dallasmavs,Dallas Mavericks,22185437,45025.80012,"Your first five on the floor today ⤵️

@ModeloUSA // #FightingSpirit https://t.co/gGuW7UbCIE",Photo,https://pbs.twimg.com/media/FtS4dAAXsAAvQfM.jpg,https://twitter.com/dallasmavs/statuses/1645142579837583361,https://twitter.com/dallasmavs/status/1645142579837583361/photo/1,2237971,517967,,5096,,,1296,1054,196,46,7974,6678,0.0025,0,0.01539,TRUE,46,196,1296,225,7974,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64511E+18,dallasmavs,Dallas Mavericks,22185437,45025.70935,"Make sure to stop by The Hangar at @AACenter today outside Section 117 to grab one of 1️⃣0️⃣0️⃣ limited edition game day prints!

Only $20 and proceeds benefit The Mavs Foundation!

#MFFL",Text,,https://twitter.com/dallasmavs/statuses/1645109687493206017,https://twitter.com/i/web/status/1645109687493206017,2237957,49809,,422,,,74,58,11,5,409,335,0.0015,0,0.00821,TRUE,5,11,74,2,409,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64508E+18,dallasmavsshop,Dallas Mavs Shop,2813757944,45025.62546,We 💙 our MFFLs. Swing by the Hangar today &amp; shop 25% OFF the entire store. Excludes Jerseys. In Stores only. https://t.co/NRdR2hvMmH,Photo,https://pbs.twimg.com/media/FtR-4dbWcAAtweO.jpg,https://twitter.com/dallasmavsshop/statuses/1645079283981864961,https://twitter.com/dallasmavsshop/status/1645079283981864961/photo/1,5812,1206,1206,8,,,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,,0,41898.92494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Shop,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64508E+18,dallasmavs,Dallas Mavericks,22185437,45025.62522,"Game 82. 

🆚 @spurs 
⌚ 2:30PM CT
📺 @BallySportsSW 
📻 97.1 FM and 99.1 FM https://t.co/keWu4AyTsa",Photo,https://pbs.twimg.com/media/FtR-zyOX0AA-IJ_.jpg,https://twitter.com/dallasmavs/statuses/1645079196476096512,https://twitter.com/dallasmavs/status/1645079196476096512/photo/1,2237959,178014,,2264,,,825,679,118,28,2556,1731,0.0046,0,0.01436,TRUE,28,118,825,27,2556,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64506E+18,dallasmavs,Dallas Mavericks,22185437,45025.58417,"Wishing you a Happy Easter, MFFLs 🐰 https://t.co/dMOlWWFkd3",Photo,https://pbs.twimg.com/media/FtRxRX6XwAEOXRO.jpg,https://twitter.com/dallasmavs/statuses/1645064319778926594,https://twitter.com/dallasmavs/status/1645064319778926594/photo/1,2237958,93768,,1605,,,740,632,36,72,1331,591,0.0079,0,0.01419,TRUE,72,36,740,7,1331,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64505E+18,dallasmavs,Dallas Mavericks,22185437,45025.54703,"Grab your coffee ☕️
It’s game day!

@7eleven | #MFFL https://t.co/KANb6O9z31",Video,https://pbs.twimg.com/tweet_video_thumb/FtRksC3WIAMhk6W.jpg,https://twitter.com/dallasmavs/statuses/1645050859036766212,https://twitter.com/dallasmavs/status/1645050859036766212/photo/1,2237972,229534,,5132,,0,818,617,177,24,2791,1973,0.0036,0,0.01216,TRUE,24,177,818,33,2791,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64492E+18,dallasmavs,Dallas Mavericks,22185437,45025.19365,"Come out to our Fan Appreciation Game tomorrow! 

➡️ First 5k fans get a limited edition patch 
➡️ ALL fans get an MFFL t-shirt 
➡️ 25% off at The Hanger 
➡️ Surprise giveaways all game 

@drpepper | #MFFL",Text,,https://twitter.com/dallasmavs/statuses/1644922799880806400,https://twitter.com/i/web/status/1644922799880806400,2237890,168738,,1533,,,328,205,108,15,2197,1869,0.0019,0,0.01302,TRUE,15,108,328,37,2197,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64492E+18,dallasmavs,Dallas Mavericks,22185437,45025.17486,"Come out to our Fan Appreciation Game tomorrow! 

➡️ First 5k fans get a limited edition patch 
➡️ ALL fans get a MFFL t-shirt 
➡️ 25% off at The Hanger 
➡️ Surprise giveaways all game 

@drpepper | #MFFL",Text,,https://twitter.com/dallasmavs/statuses/1644915993519464448,https://twitter.com/i/web/status/1644915993519464448,2237900,62878,62878,407,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.64485E+18,dallasmavs,Dallas Mavericks,22185437,45025,"MFFLs! Tomorrow, we celebrate you 🙌

Join us for a party on the South Plaza at @AACenter ⬇️

@drpepper | #MFFL",Text,,https://twitter.com/dallasmavs/statuses/1644852626486378496,,2238014,176704,,1646,,,373,207,155,11,2553,2180,0.0021,0,0.01445,TRUE,11,155,373,55,2553,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
